kill11,death11,damage_done11,damage_taken11,shielding11,kill12,death12,damage_done12,damage_taken12,shielding12,kill13,death13,damage_done13,damage_taken13,shielding13,kill14,death14,damage_done14,damage_taken14,shielding14,kill15,death15,damage_done15,damage_taken15,shielding15,team1,kill21,death21,damage_done21,damage_taken21,shielding21,kill22,death22,damage_done22,damage_taken22,shielding22,kill23,death23,damage_done23,damage_taken23,shielding23,kill24,death24,damage_done24,damage_taken24,shielding24,kill25,death25,damage_done25,damage_taken25,shielding25,team2,winning_team
1,6,4686,51864,0,13,13,89057,70767,0,11,14,63618,48660,0,17,9,81421,169419,23710,0,12,31285,66845,0,1098729047,23,8,128476,51043,0,12,6,76741,28832,0,6,10,54637,34004,1100,8,5,96633,36365,0,5,13,51068,119823,30720,136709662,0
12,13,31053,40190,0,6,12,40239,32559,0,8,10,29259,30051,0,7,13,31571,35194,0,11,11,41744,28046,0,2960422537,7,8,26041,32214,0,18,9,48466,33751,0,3,6,20261,30644,0,12,10,28523,28046,0,19,11,42749,49211,0,47637226123,1
7,8,48259,41013,0,25,6,106565,62472,0,4,6,65871,108121,63475,22,14,72205,80142,0,12,8,108146,82505,0,189935146,3,12,49279,50996,6858,10,18,103255,74776,0,3,8,63419,142792,159824,2,13,58492,69217,0,24,19,99808,63265,0,1305002941,0
6,7,24514,30447,0,4,5,19070,23872,0,2,7,15777,25512,0,0,4,440,9106,0,3,5,24235,61610,23275,201482749,9,3,36720,14208,0,8,3,37290,12288,0,6,4,34436,15860,0,4,2,28735,26233,16442,1,3,13366,15447,0,143736447,1
3,12,49474,114834,155236,11,13,53048,48370,0,11,6,96618,69315,0,0,16,10144,41483,0,4,12,33795,44472,0,545122735,16,5,73455,44537,0,1,3,11208,14636,0,17,6,96526,89249,20615,17,7,78119,54808,0,8,9,59166,39849,0,562091309,1
8,7,80767,47614,0,1,13,25316,122681,0,4,10,61030,61239,0,8,7,34539,45146,0,11,15,62674,67707,0,397564987,3,2,17548,19945,0,8,6,68922,41851,0,11,10,57089,46214,0,16,6,103326,82044,0,15,8,97502,74272,0,2912487521,0
14,19,52723,51915,0,5,18,31110,45321,0,9,17,45744,48804,0,23,14,71009,47421,0,10,23,42968,68576,0,1072596367,14,12,41979,61586,0,15,14,38808,48304,0,19,12,58198,43571,0,32,9,83131,42077,0,11,14,39921,48016,0,3673411277,1
8,15,36408,42476,0,8,9,57953,127081,9553,2,10,36995,57352,0,0,10,23079,76356,63945,7,16,64778,52335,11280,10266501,18,5,78711,20172,0,2,5,44038,33327,0,13,6,68087,45763,0,10,7,67684,98316,8711,17,2,97080,21635,0,346780993,1
6,3,45159,29661,0,1,8,6417,21742,0,7,6,37752,28062,0,0,10,8822,50883,28197,0,5,33775,17704,0,220654865,5,4,21703,26028,0,10,3,43359,21532,0,10,3,39574,17262,0,4,2,26458,57114,25148,3,2,16958,9989,0,1791291029,1
32,10,171118,55851,0,4,9,32085,51636,0,18,16,104154,62643,0,21,5,125183,52881,0,5,23,46803,62525,0,1177697471,13,16,95376,73182,0,2,11,18290,63245,0,7,17,42189,57332,0,17,20,59886,88039,0,24,16,69795,197545,32087,183197963,1
1,2,21664,23299,0,4,7,69157,30311,17271,14,5,65410,34198,0,12,6,39526,28899,0,5,6,33333,62650,0,1779575093,4,6,48936,33003,0,5,9,41983,101449,48648,3,8,15720,28593,0,7,7,44921,36062,0,8,6,27797,29983,0,875680559,0
7,11,48447,40639,0,3,4,54808,34522,0,15,8,49635,70591,0,7,5,49897,16192,0,5,8,30421,35852,0,1255406143,3,7,29199,51574,0,19,5,68810,38883,0,2,9,11633,27461,0,1,8,27865,69856,42881,10,8,60289,45434,0,204860702,1
12,6,53194,42577,0,14,5,59576,103412,9128,15,7,59862,32903,0,21,10,62994,73849,0,4,4,37004,43091,0,394723277,2,12,61908,92226,69116,10,12,48242,46358,0,10,16,70449,38905,0,9,14,73473,52388,0,1,12,41760,42753,200,632303409,0
3,12,47292,65017,0,4,17,28451,46902,0,12,8,61372,39511,0,8,15,38259,101524,43538,7,13,49876,44495,0,1602564359,10,7,46960,55673,0,20,7,72610,43047,0,5,7,41934,33861,0,7,8,23216,41875,0,23,5,112729,50794,0,3352110383,1
8,5,34001,29897,0,12,2,52235,20151,0,12,7,58778,31470,0,17,1,65989,31146,720,6,2,28258,26129,0,2435264429,6,15,51689,61907,0,0,9,6286,49980,23592,0,18,6570,52084,0,6,7,44125,39745,0,5,7,30123,35545,0,602647645,0
4,9,36471,22616,0,2,8,19771,22382,0,4,7,22929,24667,0,4,9,26569,34430,0,4,9,33810,28926,0,1318713433,9,4,22557,24630,0,9,5,28576,25043,0,4,2,13887,48606,42634,8,3,39183,19520,0,12,4,28818,21751,0,472596707,1
14,12,62718,106148,54206,7,14,34281,53718,0,3,7,39000,46914,0,23,12,105104,159363,37521,15,12,77381,51441,0,94838393,6,19,69564,61504,0,6,8,54132,49038,0,25,10,114646,71163,0,9,11,136849,56436,0,11,15,42393,80343,0,6464312191,0
10,6,42874,33495,0,2,4,5209,12460,0,9,7,23634,23551,0,7,3,41629,15462,0,3,12,18587,34828,0,16422780083,7,11,24185,30287,0,0,7,9471,27063,0,11,6,26755,22986,2640,7,7,39956,28154,0,7,0,19429,23443,0,7098063191,1
0,2,6975,10022,0,16,3,46040,23841,0,6,4,26477,14394,0,7,5,18299,15958,0,6,4,30487,23541,0,6215103247,6,8,18739,36805,0,2,7,13048,23173,0,4,5,14178,14521,0,3,7,19740,25367,0,2,8,22051,28412,0,1061205547,0
3,6,38051,35893,700,3,11,45757,45342,19519,5,7,30078,31274,2400,3,7,24931,87396,59943,6,9,34068,36475,0,1081206577,5,2,23586,26698,0,8,3,48287,35581,0,10,4,37991,39506,0,11,5,49663,33240,0,6,6,76853,37860,0,17505866713,1
4,11,63541,58908,0,3,6,31986,36848,0,10,8,90544,41928,0,19,10,83553,46580,0,10,8,72567,97850,13617,246386543,12,9,68661,42008,0,10,9,71361,45319,0,8,14,52264,59815,0,11,9,76248,151634,32811,2,5,13580,43415,0,2578400341,0
6,9,83096,63769,0,14,8,77528,28775,11074,7,10,45534,44798,0,18,9,78543,113540,75137,3,8,64563,85925,92485,28812297,4,15,32544,40327,0,13,10,111680,57009,8320,8,8,84181,150211,39062,11,11,73127,61510,0,8,4,35275,40207,0,845260819,0
8,11,59561,45923,0,3,9,45127,105989,44028,21,8,101446,53506,0,6,2,48448,35878,0,16,10,82245,68642,0,36724498,11,11,74995,41386,0,11,11,70413,107586,30072,6,9,42930,54964,2100,7,12,65965,50063,0,5,11,55635,82828,52877,62700029,0
10,19,70018,70313,0,2,10,40242,61616,0,8,14,68437,155309,600,7,15,94725,69194,0,23,13,105020,62508,0,3089937559,16,11,119408,72589,8467,9,6,44858,44664,0,15,14,101579,154227,31391,17,8,82202,44412,0,14,12,70893,62550,0,697611949,0
3,6,22778,21223,0,0,6,18666,37735,43884,3,3,26730,25948,1560,5,7,26379,30786,0,4,6,28460,15631,0,2325755699,6,5,26174,27472,0,3,3,18620,11808,0,7,1,21184,47241,0,9,3,48701,20116,0,1,2,16644,16376,300,4387754759,1
19,13,86201,45983,3000,6,12,58186,51462,0,0,15,6836,50439,0,1,17,25942,110436,75807,12,12,72457,55375,0,696809641,10,7,85175,37628,13622,21,13,50738,33650,0,14,3,79697,45464,0,19,7,80362,100896,36424,5,8,17723,31984,0,1027597129,1
8,10,43200,40842,0,2,8,25112,45323,55893,4,4,26022,27540,0,3,13,22695,35458,0,13,6,69818,35542,0,3347682269,13,7,54176,33982,0,2,6,31453,32937,0,11,5,21817,54002,0,2,5,30542,34359,30040,13,6,46717,31567,0,58491291,1
8,9,71741,52669,0,27,10,74074,52863,0,15,11,68146,79915,0,7,6,33339,64037,109600,2,7,39453,70359,0,619622323,6,9,83764,65860,0,13,16,53297,52367,0,6,9,35435,49883,107792,12,12,103514,64509,0,6,13,43833,54134,0,2213337173,0
5,11,61923,46272,0,5,12,32363,37939,2300,11,13,32289,40879,0,8,9,61316,86512,7475,9,12,58945,48846,0,1885577317,18,5,84595,53369,0,9,10,39770,36346,0,10,6,54957,90292,250,18,10,72852,42535,0,2,7,8274,24294,0,4670908519,1
0,7,6406,18845,0,3,7,34174,27166,0,1,6,10456,22264,0,2,5,28467,68582,14403,3,10,14418,25211,0,106668757,12,4,28964,19202,0,6,1,17936,29866,16390,4,1,49241,16944,0,2,1,17275,16272,0,11,2,48652,11637,0,60207022,1
15,9,51204,45680,0,2,20,39554,62692,0,10,16,55146,67399,0,26,13,76255,54485,0,4,19,34990,85989,0,18819707947,18,12,75922,45629,0,13,13,44257,56033,0,13,10,56026,62984,0,23,10,85398,43765,0,9,13,54642,48738,0,9612888191,0
9,3,46588,16698,0,16,4,49614,29539,1236,5,4,51953,18170,0,7,3,35528,56663,37423,0,6,25837,29940,0,712148879,0,9,10073,81375,0,8,6,61530,30917,0,2,8,23894,24432,0,4,4,15949,25919,0,6,10,39564,46877,0,5676862027,0
3,6,16350,23313,0,9,8,33817,35033,0,1,13,14108,43848,0,7,10,36174,30808,0,22,10,96391,39586,0,644400503,16,8,41631,25248,0,6,7,18426,66099,23600,5,9,27099,39088,0,8,8,45714,28973,0,12,10,39718,37432,0,4876800097,1
4,10,19485,76835,47209,7,10,47203,28903,0,5,8,83645,52925,0,2,14,9197,35979,0,7,9,48956,36680,0,1286641939,8,8,54704,43694,6826,20,4,58413,42659,0,14,6,60785,39260,0,0,4,4600,28074,0,9,3,52820,54799,41118,28382619,1
4,2,16569,20484,0,8,4,27733,23569,0,15,2,40641,26433,0,16,2,45036,42997,4388,11,3,35924,20330,6671,1130686999,2,11,19688,31753,0,5,13,35709,39849,0,2,12,35438,40993,0,1,13,15497,33311,0,3,5,27481,19997,0,22034286047,0
6,15,86067,65902,0,17,19,89670,55398,0,8,14,96560,134359,56397,16,14,69823,47824,0,0,16,37740,56258,0,1405742807,16,14,72442,54998,0,25,7,90272,48266,0,17,9,79454,174736,85324,3,5,15668,39081,0,15,12,101905,62669,0,145074095,1
12,3,24294,22417,0,5,10,22267,21324,0,12,4,34652,18851,0,7,5,23765,23313,0,3,6,23978,22396,0,1224048733,5,4,24049,18320,0,9,7,30628,26241,0,5,10,18753,35317,0,3,10,16505,24871,0,5,9,18366,24207,1050,1825110877,0
4,9,28986,39744,0,9,6,40310,36703,0,15,6,42381,32717,0,7,8,27454,25168,0,6,7,20216,24311,0,3038187767,8,11,35168,33712,8664,5,9,27261,30918,0,13,6,48916,31475,0,8,11,37945,43884,0,0,6,9353,19358,0,10468236719,0
18,5,64082,28519,0,8,10,42036,34512,0,6,4,40124,25787,0,5,5,36048,69126,17779,5,7,29142,34873,2770,477890039,6,10,49081,29280,0,6,8,26348,75684,22515,9,8,30564,32980,0,7,7,53453,40153,2084,3,9,33371,33335,0,716365273,0
8,4,32448,24573,300,7,6,72086,30912,3539,4,4,41069,31834,0,23,7,87126,37318,0,14,4,49786,23757,0,6542922121,6,13,31568,63028,0,6,10,26841,44045,0,6,12,29681,86659,30879,5,11,46952,43728,0,1,11,13352,45055,0,270500699,0
6,6,29893,32417,0,4,6,33356,22673,0,13,3,40025,34620,0,16,4,64960,29031,0,22,2,64894,25731,0,11140545887,2,10,31318,42339,0,3,15,17001,29281,0,8,15,38540,56956,0,7,10,49239,38817,0,1,12,8374,65735,74393,1187404345,0
13,5,26493,27237,0,4,6,17735,14451,0,7,4,24798,26227,0,9,10,32820,23968,0,7,1,27948,18851,0,3471335479,7,6,20785,23996,0,4,10,16826,26551,1090,3,8,21667,25881,0,4,5,16592,23032,0,8,11,34864,30334,0,1666992667,0
2,2,21035,21740,0,8,2,39964,14426,0,14,3,61989,67240,1689,24,3,64523,32291,0,10,7,45358,32896,0,1214788913,1,10,53476,38530,1834,2,14,24452,41843,0,0,11,6247,63894,67856,7,12,34969,33790,0,7,11,49449,54812,0,788943635,0
10,14,29957,139777,64827,5,10,60297,40857,0,10,13,65139,37964,0,11,15,36804,66955,0,8,13,36150,73152,0,1284495971,19,8,104546,41526,0,15,10,58404,32236,0,10,9,44777,55985,0,7,8,72348,63587,80699,14,9,78630,35013,0,309936513,1
8,3,50360,25869,0,7,6,41326,18455,0,4,1,18787,18775,0,18,2,51925,34114,0,10,8,58993,47759,0,1788421039,8,6,46621,30584,0,3,14,19988,48643,1350,5,13,39451,44466,0,4,7,21228,73054,15472,0,7,17684,24644,0,38868389,0
5,11,29792,31278,0,5,14,64219,48123,0,5,7,38269,98376,40717,10,8,50816,31885,0,6,12,47912,50495,0,641381411,23,6,70879,37080,0,3,4,25057,24847,0,7,8,53421,32842,0,14,8,57086,35994,0,5,5,53714,100245,28985,1882537687,1
13,22,89615,111166,0,18,15,104911,71461,0,11,17,55548,56038,3250,22,16,109508,61547,0,7,13,67649,138110,0,3832378007,25,16,98542,84352,0,6,11,33274,50496,0,9,16,85582,128800,59376,23,14,135527,93674,0,19,15,85397,69909,0,229702106,0
13,4,42698,26757,0,7,6,51583,22800,0,8,3,35053,17636,0,3,6,26305,26557,1800,5,3,38234,83718,41700,3691482353,2,5,26094,27861,0,4,11,41172,31671,0,7,6,66805,36290,4010,2,6,11208,24789,0,7,8,32189,73262,7119,349870261,0
2,14,44388,46374,3483,13,6,111233,94378,24569,9,11,46775,46001,0,17,10,105020,43774,0,21,8,102493,56420,0,250046381,12,13,53877,66395,0,1,13,31735,73439,0,12,8,80880,149247,69709,7,12,54119,57131,0,17,16,66336,63697,0,1083249343,0
3,7,40677,19107,0,0,7,2830,16949,0,4,8,25258,26761,0,5,10,32829,19774,0,5,4,36787,20322,7233,1822626259,4,2,10194,19961,940,4,1,22201,26232,0,19,4,40162,37575,0,4,5,13269,26950,0,4,5,17087,27663,0,13498330753,1
21,5,116151,127077,95810,3,16,39605,43967,0,12,11,70484,42796,0,16,12,76528,54849,0,5,7,26189,34122,0,101011413,9,9,64140,48496,0,18,15,82104,52081,0,0,10,30493,46735,0,9,13,49108,46295,0,15,10,76966,135350,0,13302737809,0
19,13,56707,48484,0,12,11,54295,40051,0,10,11,34768,40372,0,5,5,41735,87771,41750,5,8,22199,55138,5034,319646615,14,15,75238,40808,0,9,8,62959,35825,0,0,9,13701,47214,0,20,10,77090,43172,0,5,9,42828,42685,1308,15403673227,0
23,10,85735,51426,0,17,9,92720,171705,44613,3,5,21929,28518,0,14,7,96459,34400,0,14,10,88305,56365,0,1517667931,4,16,51103,94634,43898,9,14,31312,46178,0,4,16,66853,58606,0,17,11,124986,137024,28207,7,14,68160,48706,0,91225927,0
11,12,133699,55851,0,5,9,49755,49697,3115,14,12,87085,49157,0,10,10,71279,39631,0,6,18,48773,131543,24704,709959649,19,10,82656,63673,0,4,7,21671,60888,0,17,10,84877,50218,0,18,10,78366,124683,6105,3,9,58309,91129,0,927345913,0
8,10,35586,29731,0,9,8,37077,27491,0,10,10,41849,31989,0,5,7,25042,61088,63083,5,11,39210,29336,0,105605945,5,4,39984,55004,43435,1,8,24368,25257,1400,17,8,46276,28091,0,12,9,31339,36057,0,11,8,37668,34355,0,263416178,1
11,12,32644,36089,0,8,9,50469,29599,0,4,11,20144,30363,0,4,10,27711,31135,0,5,8,12126,36411,4068,1139963303,2,6,14900,29949,0,21,5,57407,27267,0,8,7,43828,28194,0,1,6,8954,30579,0,18,8,38508,27105,0,9631362407,1
2,7,30334,21277,0,5,14,45370,37550,0,3,12,39904,42610,0,3,10,23474,90333,26761,14,14,51305,45014,0,1725233899,1,5,15358,23505,0,19,3,57916,58393,0,17,7,48693,53065,0,12,7,60376,33180,0,8,5,54441,22244,0,943713389,1
8,11,37131,50783,0,6,15,84962,61338,0,15,15,77972,153673,20315,3,16,27794,52499,0,20,9,58201,45585,0,1294062601,13,13,41303,44106,0,10,12,80189,115555,21841,16,6,88762,31420,0,16,8,92750,33483,0,11,13,60874,61496,0,625175153,1
8,13,67019,104978,93731,1,11,4434,53921,0,15,13,83134,48783,0,15,13,79422,43786,0,11,6,51493,37584,0,412643589,13,7,59784,48951,0,7,9,58939,52050,0,10,11,60549,96949,14176,11,11,53919,38119,0,15,12,55861,49433,0,495705703,1
17,16,86863,50073,0,20,18,123852,83455,0,16,19,98320,60612,0,25,20,73728,96617,0,10,16,40430,72127,0,13604048587,26,21,101912,98125,0,11,15,42925,58205,0,31,12,102162,142500,11260,12,21,55082,61201,0,9,19,60803,63162,0,548696317,1
1,7,18298,19726,0,8,8,36027,28591,0,0,7,13200,24947,1200,2,9,18620,33828,0,0,6,15313,43366,37539,177988341,9,4,39622,22516,0,5,1,14818,9145,0,8,2,34829,31984,6643,5,2,25205,24880,0,10,2,35984,12933,0,430312753,1
4,10,57395,27098,0,4,12,30214,76682,0,5,11,54592,36443,0,0,10,31276,35805,4286,6,12,41523,50266,0,983461147,6,4,39499,45566,0,7,4,27871,25968,0,17,4,39426,37538,0,20,2,70914,77124,5530,7,5,48584,28804,0,1365437281,1
0,6,6279,20571,0,1,8,40664,40319,0,3,5,13459,17705,0,3,8,34560,60164,1400,0,6,21643,21924,0,1311724453,4,0,23012,15265,150,14,1,39345,17254,0,5,1,43438,37501,20872,10,3,44702,28527,0,0,2,10186,18058,0,574392821,1
27,9,89607,63455,0,14,11,77818,50864,0,30,8,133217,147164,23335,8,16,46859,46785,0,21,12,120023,52366,0,430825499,19,22,86840,103334,0,10,21,63625,77444,9693,8,17,63965,68279,0,11,17,82592,149000,57115,7,24,63612,69467,0,233028035,1
14,12,49338,47869,0,7,13,37559,47699,0,5,11,42533,88055,36175,19,8,57399,36550,0,2,9,50818,37608,0,233375962,7,12,38590,40780,0,14,9,50067,36063,0,7,9,41930,28999,850,19,7,85388,43501,0,6,10,41806,88304,48907,264687973,0
8,5,73661,29533,0,7,5,49213,38818,0,3,3,29098,69714,32650,0,2,13384,29004,0,15,7,52052,37431,0,441348085,1,6,44575,25487,0,1,6,25976,34262,0,4,6,60582,44390,0,5,6,30605,73151,30830,11,9,42762,40118,0,443266703,0
15,11,74514,36523,0,2,9,21889,37597,0,10,9,55890,47864,0,4,10,55383,31919,6054,10,8,51817,85943,32565,388793743,7,6,68914,64935,0,8,9,35827,38013,0,15,11,61013,40464,0,7,5,39626,82831,36195,10,10,34466,33250,0,476691743,1
12,8,60460,25705,0,10,12,36048,43676,0,0,6,27935,79431,95486,8,5,47847,30359,0,6,6,28473,27848,0,367814105,5,11,36253,42572,0,1,5,27576,36268,0,14,5,62917,58464,10825,14,7,37678,30527,0,3,8,42595,32932,0,295672637,0
6,14,41955,69961,0,11,8,97319,44635,0,9,12,84857,99774,50029,12,9,94133,62565,0,14,11,87817,71400,0,291547371,7,8,42824,37035,0,21,12,99339,38186,0,3,7,64664,117204,38225,12,13,78664,139069,132528,11,12,62844,74587,0,19786702,1
10,16,68212,54678,0,13,11,36708,53885,0,13,9,63569,149093,20035,9,14,53790,58421,0,14,18,72762,80525,0,270014969,6,15,75100,54060,0,22,13,95737,59119,0,13,13,65920,56234,0,26,8,109048,47543,0,1,11,50797,78085,54649,312794726,1
5,8,31650,82179,40665,5,9,39624,36515,0,3,9,56291,41632,0,6,12,40207,58954,0,4,8,18239,31958,0,93610234,5,3,33037,36899,816,12,6,97025,54807,0,13,2,33079,20727,0,7,6,31166,36424,0,9,6,56931,37154,0,4114888571,1
11,12,141117,89420,0,17,23,82370,103512,0,7,17,70867,143829,87015,12,19,97458,60323,0,19,21,146518,68354,0,296044067,26,14,127490,79943,0,32,17,123281,89924,0,9,13,83699,79936,0,15,13,78365,227361,52038,10,9,52603,61166,0,2052585431,0
2,6,52768,107542,14538,12,2,56862,24201,0,5,7,51866,33595,0,9,4,39633,22997,0,11,4,53663,77923,0,1114973279,10,8,59666,36369,0,2,10,32662,41887,0,2,7,41553,88830,39726,1,5,60080,45086,2205,8,9,72297,42620,15426,1765300381,0
5,7,63509,37697,0,10,6,40539,31961,2700,3,8,41137,67714,82288,5,8,61008,42330,0,8,11,76861,50244,0,721019111,8,6,67770,48699,0,8,5,36029,104577,97578,4,4,24162,37824,0,5,9,36648,41895,0,15,7,65337,50059,0,435133369,1
2,12,23128,87129,73663,8,16,49598,41903,0,15,15,60302,56406,0,2,20,17623,44046,0,0,18,21313,50051,2452,515802397,16,6,73547,35833,0,24,4,74161,30913,0,14,5,47418,29633,0,22,6,63851,37135,0,5,7,20558,38450,0,8673547361,1
20,10,76368,118839,39114,21,6,83680,77082,0,9,12,63577,60208,0,7,10,45958,49840,0,9,14,104643,59923,0,363968861,20,10,115362,37556,0,8,18,75609,162468,44933,9,18,48672,67023,0,12,11,101233,63215,0,3,9,25016,43964,0,311858047,0
9,1,28670,29883,0,7,2,24806,18923,0,10,4,31665,14879,0,2,2,15598,17937,0,8,2,29787,37215,13365,734788301,2,8,20455,20125,0,1,6,23040,40314,0,2,4,26994,20203,0,3,9,19951,23652,0,3,9,28397,26232,0,2380531381,0
5,5,34595,32888,0,13,3,90183,152936,33195,8,8,66006,35471,0,11,8,79564,40330,1660,11,7,40255,37799,0,207883543,10,14,42279,33796,0,1,9,59206,146726,16714,2,4,22623,31616,0,5,15,64384,63804,0,12,6,110932,34661,0,333973493,0
10,9,42391,90764,0,0,17,5575,38620,0,3,15,26720,34046,0,3,12,43098,35522,0,0,13,37098,40962,0,29201834281,17,4,59446,21333,10169,7,3,13531,14407,0,17,2,64149,33966,0,20,2,73824,19952,0,4,4,28964,65224,0,1210211593,1
14,5,67810,40683,0,8,3,46272,21020,0,20,4,98291,38618,0,21,4,79992,30775,0,4,5,45532,40402,0,973998437,2,12,15343,39445,0,9,14,49020,61676,0,3,13,45578,155828,46930,1,18,21477,42862,0,6,10,40080,38086,1288,472752293,0
3,9,33878,39398,1823,10,11,44805,52379,0,7,8,36177,48382,0,5,13,46709,43784,0,1,11,44470,50769,3479,8555477773,15,7,59603,46043,0,5,4,39409,36523,0,7,3,45987,33045,0,18,7,49315,38025,0,7,5,40398,52403,0,5817806243,1
2,7,19359,20604,0,6,6,43580,22461,0,1,9,15698,24070,0,3,7,18276,17118,0,1,5,29413,48327,10198,598205543,9,2,33393,20659,0,14,5,45078,24070,0,8,4,32521,28284,0,2,2,18458,45361,32742,1,0,3130,7952,0,344912515,1
19,16,86363,43744,0,9,11,75266,92056,91524,3,11,20643,90553,36409,14,8,111937,34100,0,5,11,36482,36942,0,33140019,9,7,43529,45358,0,8,12,36440,90203,3492,17,8,86844,61133,1945,9,10,64511,44707,18012,14,13,66071,89290,31349,2219390749,0
7,10,48512,31477,0,12,10,44161,38075,0,9,7,41480,30123,0,8,8,64201,30587,0,4,3,12287,27364,0,7294970297,6,7,10241,28268,0,10,7,47541,26026,0,7,10,30881,35600,0,3,6,25557,72028,16832,12,10,43406,48719,0,1446762559,0
3,7,7489,17572,0,10,9,17346,23799,0,3,8,25465,29370,0,5,8,16029,27461,0,1,8,8696,24928,0,8423200801,3,4,17228,12819,0,11,4,26293,13689,3283,10,6,23960,14321,0,4,3,17060,14020,0,12,6,38589,20176,0,2826412613,1
0,9,16677,21604,0,5,8,21691,28872,0,13,6,30803,27754,0,1,7,7293,16488,0,6,10,14472,25416,0,4946403221,12,5,29077,19349,0,5,6,23380,20516,0,8,4,23640,18426,0,9,5,19799,13801,0,6,5,24238,18844,0,9401641577,1
11,8,55614,30745,0,11,10,80371,40278,0,2,9,34824,45464,0,9,5,47768,55524,53255,8,5,55272,36630,0,103071909,3,7,42529,99859,42481,15,12,72487,64298,0,8,8,59059,53267,0,3,2,7522,19409,0,8,12,27044,37016,0,993580453,0
31,16,93541,69823,0,18,8,97619,86212,0,22,6,118590,86654,3126,14,9,57436,57884,0,7,16,32267,82960,0,13551419047,5,16,63586,77879,0,13,18,92443,79427,0,10,19,62687,51863,0,8,23,63560,126370,49251,19,16,101257,63914,0,2151424069,0
3,3,52869,54017,53401,10,4,37135,26057,1200,9,4,37059,32200,0,0,2,21616,22949,0,6,3,41053,23267,0,276485367,1,3,21634,35307,0,1,3,31751,54375,33965,8,7,52380,34020,0,5,9,39697,35491,0,1,6,13028,30539,0,57368631,0
5,12,21816,41104,0,10,18,48906,51540,0,17,12,89070,60616,0,10,11,89156,50281,23550,7,14,74418,111248,69153,1236990329,6,8,48642,92775,80441,8,12,68619,45591,0,23,14,68126,80289,0,15,8,43521,46165,0,15,7,85881,58546,0,820079923,1
6,15,26052,34254,0,13,13,44944,35446,0,4,15,37206,36393,0,3,9,24952,29980,0,11,8,50742,29587,0,1542156809,5,9,22416,46997,44681,19,4,39919,36324,0,9,10,32188,31434,0,8,6,23263,29918,0,19,8,47874,39223,0,833406449,1
6,4,23547,17015,0,3,1,9405,33743,0,3,3,17885,13967,0,10,1,36173,11658,0,8,4,16572,17558,0,967282913,2,5,16354,22205,21128,2,7,16614,24729,0,0,5,13345,14787,0,1,8,18824,22502,0,8,7,28804,19359,0,41486649,0
17,7,57531,42315,0,4,10,33641,81480,71695,11,10,54214,41264,0,15,8,65216,51812,0,6,11,47204,46337,0,393349295,6,8,51336,47916,0,3,12,27723,85774,114953,14,15,61384,45003,0,14,11,70071,47006,0,9,7,52694,32107,0,726350015,0
14,7,66031,44235,0,4,9,43184,64929,2320,7,7,55100,120957,50645,13,12,104021,53301,0,11,6,64613,43550,0,969057529,0,9,33284,46232,0,6,9,69229,127886,68181,12,10,67496,63753,0,18,8,112224,51427,0,5,13,44739,43651,0,49181345,1
6,2,27142,21133,0,3,4,45639,63213,14893,17,4,68383,39645,0,5,5,61424,35586,0,14,10,55681,43509,0,1479758777,0,9,15941,54564,0,4,9,42461,30319,0,12,12,72930,38556,0,7,9,58918,110123,30838,2,6,12836,24707,0,221345755,0
3,3,22091,30471,0,7,1,36249,4879,0,8,3,25125,58860,18766,10,4,48359,22441,0,13,2,50350,21591,0,303370507,2,10,15307,25797,0,4,7,40351,26187,7025,1,5,20814,31471,0,2,10,29299,37021,0,4,9,32471,61698,25960,910495639,0
24,10,107756,52584,0,4,7,36347,55958,0,2,11,18679,42375,0,11,9,83132,164534,67372,16,4,130029,67688,0,2111640323,12,9,93487,39176,0,9,19,86468,49795,0,9,9,66662,103747,300,8,8,94171,146666,0,3,6,42351,36559,0,2190199787,0
19,5,58756,38037,0,21,12,116503,74898,0,25,7,76441,49172,0,7,11,62040,61428,0,3,3,20231,30563,0,7695020551,12,12,57873,36857,0,1,10,24555,35059,1758,10,19,56021,79372,0,10,15,67373,53050,0,5,19,48276,129633,56081,3153121903,0
1,7,15108,20228,0,0,10,15664,37530,0,1,7,12997,30356,0,4,6,31325,53024,23294,4,9,20066,22868,0,292258483,6,3,34210,10774,0,4,1,13607,10841,0,13,1,32931,15106,0,11,4,39711,18683,0,5,2,43547,39756,6875,242349401,1
11,18,52393,53099,0,11,16,47793,54559,0,6,12,47299,44834,5175,21,13,83881,76189,0,6,11,47337,54982,0,1825089047,12,10,55799,40311,0,7,7,26001,47033,0,18,12,53060,53909,0,22,13,74462,69763,0,11,14,74341,67687,0,19944846023,0
3,7,26981,61090,0,14,5,68506,30628,0,8,6,43858,25753,0,10,7,45394,25937,11526,15,8,56310,49305,0,415868371,4,10,17478,75485,13924,1,10,14394,36512,0,12,8,49668,38925,0,7,10,62997,41663,0,10,12,48176,48464,0,440712833,0
24,7,81576,64889,0,20,6,85510,36887,0,12,6,79336,17087,0,12,10,63066,45764,0,6,4,51219,51095,1972,2966198017,0,9,19340,41791,0,4,17,28767,68053,0,7,17,38262,59820,0,5,12,43857,127490,0,16,17,85496,63553,0,323595821,0
8,4,43634,104412,62620,5,10,39335,35724,0,18,7,83192,28462,0,14,5,50850,19511,0,3,3,35938,27684,400,445145789,1,12,23821,98371,69745,10,7,48625,38437,0,7,14,63278,51661,0,1,5,22221,30156,10858,10,10,57848,34324,16074,64140574,0
